Index,soc5_title,title_name,normalized,
9105,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Agronomy Managers,Agronomist,
9106,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Field Applications Managers,Field Manager,
9107,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Fertilizer/Chemical Applicators,not available,
9108,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Spray Foam Applicators,not available,
9109,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Connection Specialists,Sales Specialist,
9110,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Turf Managers,Head Of Managers,
9111,Tree Trimmers and Pruners,Groundspeople,Grounds Maintenance Worker,
9112,Tree Trimmers and Pruners,Trimmers/Climbers,not available,
9113,Tree Trimmers and Pruners,Tree Climbers,Tree Climber,
9114,Tree Trimmers and Pruners,Trimmers,Trimmer,
9115,Tree Trimmers and Pruners,Tree Trimmers,Tree Trimmer,
9116,Tree Trimmers and Pruners,Climbers,not available,
9117,Tree Trimmers and Pruners,Tree Climbers/Arborists,not available,
9118,Tree Trimmers and Pruners,Arborists,Arborist,
9119,Tree Trimmers and Pruners,Line Clearance Trimmers,Trimmer,
9120,Tree Trimmers and Pruners,Transmission Operators,Transmission Systems Operator,
9121,Tree Trimmers and Pruners,Line Clearance Foremen,Line Technician,
9122,Tree Trimmers and Pruners,Packagers,Packager,
9123,Tree Trimmers and Pruners,Advanced Technicians,not available,
9124,Tree Trimmers and Pruners,Harvesters,Harvest Manager,
9125,Tree Trimmers and Pruners,Climbing Arborists,Arborist,
9126,Tree Trimmers and Pruners,Arborists Climber,Arborist,
9127,Tree Trimmers and Pruners,Climber Trimmers/Aerial Lift Operators,not available,
9128,Tree Trimmers and Pruners,Mine Foremen,Mining Superitendent,
9129,Tree Trimmers and Pruners,Harvest Managers,Harvest Manager,
9130,Tree Trimmers and Pruners,Utility Specialists,Utility Worker,
9131,Tree Trimmers and Pruners,Groundworkers,Grounds Maintenance Worker,
9132,Tree Trimmers and Pruners,Embroidery Managers,Head Of Managers,
9133,Tree Trimmers and Pruners,Climbing Wall Instructors,Instructor,
9134,Tree Trimmers and Pruners,Day Traders,Trader,
9135,Tree Trimmers and Pruners,Dog Bathers,Dog Bather,
9136,"Grounds Maintenance Workers, All Other",Forestry Technicians,Forester,
9137,"Grounds Maintenance Workers, All Other",Urban Forestry Interns,Forester,
9138,"Grounds Maintenance Workers, All Other",Equipment Managers,Equipment Manager,
9139,"Grounds Maintenance Workers, All Other",Garden Interns,Gardener,
9140,"Grounds Maintenance Workers, All Other",Associate Directors,Associate Director,
9141,"Grounds Maintenance Workers, All Other",Groundsworkers,Grounds Maintenance Worker,
9142,"Grounds Maintenance Workers, All Other",Area Managers,Area Manager,
9143,"Grounds Maintenance Workers, All Other",Field Operations Managers,Field Manager,
9144,"Grounds Maintenance Workers, All Other",Directors of Product Quality,Director Of Quality,
9145,"Grounds Maintenance Workers, All Other",Manager Foremen,Head Of Managers,
9146,"Grounds Maintenance Workers, All Other",Parks and Recreation Managers,Park Manager,
9147,"Grounds Maintenance Workers, All Other",Academic Success Specialists,Customer Success Specialist,
9148,"Grounds Maintenance Workers, All Other",Business Services Managers,Business Manager,
9149,"Grounds Maintenance Workers, All Other",Contracts Managers,Contract Manager,
9150,"Grounds Maintenance Workers, All Other",Cooperative Assistants,Engineering Assistant,
9151,"Grounds Maintenance Workers, All Other",Global Business Managers,Business Manager,
9152,"Grounds Maintenance Workers, All Other",Industry Directors,not available,
9153,"Grounds Maintenance Workers, All Other",Lead Gardeners,Gardener,
9154,"Grounds Maintenance Workers, All Other",Managers/Directors,not available,
9155,"Grounds Maintenance Workers, All Other",Parks Foremen,Park Manager,
9156,"Grounds Maintenance Workers, All Other",Payment Accuracy Specialists,not available,
9157,"Grounds Maintenance Workers, All Other",Regional Managers,Regional Manager,
9158,"Grounds Maintenance Workers, All Other",Supervisory Forestry Technicians,Forester,
9159,"Grounds Maintenance Workers, All Other",Surface Designers,Designer,
9160,"Grounds Maintenance Workers, All Other",Transmission Managers,Transmission Systems Operator,
9161,First-Line Supervisors of Gambling Service Workers,Table Games Floor Supervisors,Floor Supervisor,
9162,First-Line Supervisors of Gambling Service Workers,Table Games Supervisors,Casino Dealer,
9163,First-Line Supervisors of Gambling Service Workers,Slot Supervisors,not available,
9164,First-Line Supervisors of Gambling Service Workers,Floorpeople,Floor Staff,
9165,First-Line Supervisors of Gambling Service Workers,Poker Supervisors,not available,
9166,First-Line Supervisors of Gambling Service Workers,Table Games Dual Rate Supervisors,Casino Dealer,
9167,First-Line Supervisors of Gambling Service Workers,Table Games Shift Managers,Gaming Manager,
9168,First-Line Supervisors of Gambling Service Workers,Casino Managers,Casino Dealer,
9169,First-Line Supervisors of Gambling Service Workers,Casino Supervisors,not available,
9170,First-Line Supervisors of Gambling Service Workers,Casino Floor Runners,Runner,
9171,First-Line Supervisors of Gambling Service Workers,Table Games Pit Managers,Gaming Manager,
9172,First-Line Supervisors of Gambling Service Workers,Table Games Managers,Gaming Manager,
9173,First-Line Supervisors of Gambling Service Workers,Casino Shift Managers,Shift Manager,
9174,First-Line Supervisors of Gambling Service Workers,Assistant Slot Shift Managers,Shift Manager,
9175,First-Line Supervisors of Gambling Service Workers,Slot Shift Managers,Shift Manager,
9176,First-Line Supervisors of Gambling Service Workers,Barbacks,Bar Staff,
9177,First-Line Supervisors of Gambling Service Workers,Casino Floor Supervisors,Floor Supervisor,
9178,First-Line Supervisors of Gambling Service Workers,Floor Supervisors,Floor Supervisor,
9179,First-Line Supervisors of Gambling Service Workers,Slot Shift Supervisors,Shift Manager,
9180,First-Line Supervisors of Gambling Service Workers,Slot Technician Supervisors,not available,
9181,First-Line Supervisors of Gambling Service Workers,Slot Floor Supervisors,Floor Supervisor,
9182,First-Line Supervisors of Gambling Service Workers,Casino Cage Cashiers,Cage Cashier,
9183,First-Line Supervisors of Gambling Service Workers,Directors of Table Games,Casino Dealer,
9184,First-Line Supervisors of Gambling Service Workers,Gaming Supervisors,Gaming Manager,
9185,First-Line Supervisors of Gambling Service Workers,Slot Managers,Slot Attendant,
9186,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Spa Coordinators,Spa Coordinator,
9187,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Aquatics Supervisors,Aquatics Manager,
9188,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Salon Coordinators,Salon Manager,
9189,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Companion Animal Leaders/Department Managers,not available,
9190,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Summer Camp Supervisors,Camp Manager,
9191,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Salon Directors,Salon Manager,
9192,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Home Coordinators,Home Manager,
9193,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Service Captains,Captain,
9194,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Care Guides,Care Coordinator,
9195,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Community Life Assistants,Community Assistant,
9196,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Residential Insurance Inspectors,Inspector,
9197,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Cleaning Attendants,Cleaner,
9198,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Guest Coordinators,Guest Service Agent,
9199,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Summer Camp Leaders,Sales Leader,
9200,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Lifespa Coordinators,not available,
9201,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Aveda Advisors,Sales Advisor,
9202,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Aquatics Staff,not available,
9203,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Summer Camp Assistants,Summer Associate,
9204,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Airport Planners,Airport Manager,
9205,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Salon Professionals,Salon Assistant,
9206,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Summer Camp Staff,not available,
9207,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Training Leads,not available,
9208,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Care Staff,Care Worker,
9209,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Programming Supervisors,Program Manager,
9210,"First-Line Supervisors of Personal Service and Entertainment Workers, Except Gambling Services",Residential Staff,not available,
9211,Animal Trainers,Dog Trainers,Dog Trainer,
9212,Animal Trainers,Pet Trainers,Dog Trainer,
9213,Animal Trainers,Dog Handlers,Dog Trainer,
9214,Animal Trainers,Certified Professional Dog Trainers,Dog Trainer,
9215,Animal Trainers,Canine Handlers,not available,
9216,Animal Trainers,Kennel Technicians,Kennel Technician,
9217,Animal Trainers,Marine Mammal Trainers,Trainer,
9218,Animal Trainers,Certified Dog Trainers,Dog Trainer,
9219,Animal Trainers,Animal Trainers,Trainer,
9220,Animal Trainers,Orientation and Mobility Specialists,Mobility Specialist,
9221,Animal Trainers,Wranglers,not available,
9222,Animal Trainers,Horse Wranglers,not available,
9223,Animal Trainers,Case Handlers,not available,
9224,Animal Trainers,Art Handlers,not available,
9225,Animal Trainers,Mobility Managers,Talent Mobility Manager,
9226,Animal Trainers,Talent Wranglers,Talent Acquisition Specialist,
9227,Animal Trainers,Animal Care Specialists,Care Specialist,
9228,Animal Trainers,Behaviorists,Behavioral Therapist,
9229,Animal Trainers,Behavior Consultants,not available,
9230,Animal Trainers,Dog Daycare Attendants,Dog Daycare Attendant,
9231,Animal Trainers,Equestrians,not available,
9232,Animal Trainers,Military Working Dog Handlers,not available,
9233,Animal Trainers,Ambassadors,Ambassador,
9234,Animal Trainers,Equestrian Instructors,Instructor,
9235,Animal Trainers,Care Guides,Care Coordinator,
9236,Animal Caretakers,Pet Groomers,Pet Groomer,
9237,Animal Caretakers,Dog Groomers,Pet Groomer,
9238,Animal Caretakers,Kennel Technicians,Kennel Technician,
9239,Animal Caretakers,Kennel Assistants,Kennel Assistant,
9240,Animal Caretakers,Dog Daycare Attendants,Dog Daycare Attendant,
9241,Animal Caretakers,Groomers,Pet Groomer,
9242,Animal Caretakers,Animal Care Technicians,Patient Care Technician,
9243,Animal Caretakers,Kennel Attendants,Kennel Assistant,
9244,Animal Caretakers,Dog Bathers,Dog Bather,
9245,Animal Caretakers,Dog Walkers,Dog Walker,
9246,Animal Caretakers,Pet Stylists/Dog Groomers,not available,
9247,Animal Caretakers,Animal Care Attendants,Animal Caretaker,
9248,Animal Caretakers,Bathers,Dog Bather,
9249,Animal Caretakers,Pet Grooming Salon Managers,Salon Manager,
9250,Animal Caretakers,Animal Caretakers,Animal Caretaker,
9251,Animal Caretakers,Animal Care Specialists,Care Specialist,
9252,Animal Caretakers,Care Assistants,Care Assistant,
9253,Animal Caretakers,Caretakers,Caretaker,
9254,Animal Caretakers,Pet Specialists,not available,
9255,Animal Caretakers,Grooming Salon Managers,Salon Manager,
9256,Animal Caretakers,Training Technicians,Technical Training Technician,
9257,Animal Caretakers,Pet Sitters,Pet Sitter,
9258,Animal Caretakers,Zookeepers,not available,
9259,Animal Caretakers,Aquarists,Aquaculture Specialist,
9260,Animal Caretakers,Care Associates,Care Assistant,
9261,Gambling Dealers,Table Games Dealers,Casino Dealer,
9262,Gambling Dealers,Poker Dealers,Casino Dealer,
9263,Gambling Dealers,Dealers,Dealer,
9264,Gambling Dealers,Casino Dealers,Casino Dealer,
9265,Gambling Dealers,Blackjack Dealers,Casino Dealer,
9266,Gambling Dealers,Game Operators,not available,
9267,Gambling Dealers,Poker Managers,not available,
9268,Gambling Dealers,Craps Dealers,Dealer,
9269,Gambling Dealers,Poker Room Managers,Room Manager,
9270,Gambling Dealers,Table Games Floor Supervisors,Floor Supervisor,
9271,Gambling Dealers,Cashiers/Servers,not available,
9272,Gambling Dealers,Table Games Dual Rate Supervisors,Casino Dealer,
9273,Gambling Dealers,Floorpeople,Floor Staff,
9274,Gambling Dealers,Dual Rate Dealers,Dealer,
9275,Gambling Dealers,Experience Coordinators,not available,
9276,Gambling Dealers,Table Games Shift Managers,Gaming Manager,
9277,Gambling Dealers,Table Games Managers,Gaming Manager,
9278,Gambling Dealers,Customer Experience Experts,Customer Specialist,
9279,Gambling Dealers,Attendants,Attendant,
9280,Gambling Dealers,Cooks,Cook,
9281,Gambling Dealers,Counter Attendants,Counter Attendant,
9282,Gambling Dealers,Game Attendants,Attendant,
9283,Gambling Dealers,MATLAB Developers,Developer Consultant,
9284,Gambling Dealers,Receptionists/Runners,not available,
9285,Gambling Dealers,Entertainment Managers,Entertainment Manager,
9286,Gambling and Sports Book Writers and Runners,Casino Floor Runners,Runner,
9287,Gambling and Sports Book Writers and Runners,Casino Assistant Managers,Casino Dealer,
9288,Gambling and Sports Book Writers and Runners,Callers,Caller,
9289,Gambling and Sports Book Writers and Runners,Service Runners,Runner,
9290,Gambling and Sports Book Writers and Runners,Information Clerks,Health Information Management Clerk,
9291,Gambling and Sports Book Writers and Runners,Sports Clerks,Sporting Goods Associate,
9292,Gambling and Sports Book Writers and Runners,Park Attendants,Attendant,
9293,Gambling and Sports Book Writers and Runners,Parts Runners,Runner,
9294,Gambling and Sports Book Writers and Runners,Runners,Runner,
9295,Gambling and Sports Book Writers and Runners,Data Operators,not available,
9296,Gambling and Sports Book Writers and Runners,Ticket Takers,Ticket Sales Representative,
9297,Gambling and Sports Book Writers and Runners,Barbacks,Bar Staff,
9298,Gambling and Sports Book Writers and Runners,Mutuel Clerks,Clerk,
9299,Gambling and Sports Book Writers and Runners,Players Club Managers,Club Manager,
9300,Gambling and Sports Book Writers and Runners,Valet Runners,Parking Attendant,
9301,Gambling and Sports Book Writers and Runners,Board Operators,Board Operator,
9302,Gambling and Sports Book Writers and Runners,Book Clerks,not available,
9303,Gambling and Sports Book Writers and Runners,Concessions Runners,Runner,
9304,Gambling and Sports Book Writers and Runners,Dealers,Dealer,
9305,Gambling and Sports Book Writers and Runners,Lead Attendants,Attendant,
9306,Gambling and Sports Book Writers and Runners,Suite Runners,Runner,
9307,Gambling and Sports Book Writers and Runners,Video Game Testers,not available,
9308,Gambling and Sports Book Writers and Runners,Ballpark Operations Interns,Operations Associate,
9309,Gambling and Sports Book Writers and Runners,Casino Cashiers,Cashier,
9310,Gambling and Sports Book Writers and Runners,Counter Attendants,Counter Attendant,
9311,"Gambling Service Workers, All Other",Slot Technicians,Slot Attendant,
9312,"Gambling Service Workers, All Other",Slot Attendants,Slot Attendant,
9313,"Gambling Service Workers, All Other",Casino Hosts,not available,
9314,"Gambling Service Workers, All Other",Slot Floorpeople,Slot Attendant,
9315,"Gambling Service Workers, All Other",Executive Casino Hosts,Account Executive,
9316,"Gambling Service Workers, All Other",Lead Slot Technicians,Lead Technician,
9317,"Gambling Service Workers, All Other",Game Attendants,Attendant,
9318,"Gambling Service Workers, All Other",Lead Technical Artists,Technical Lead,
9319,"Gambling Service Workers, All Other",Engineering Technicians,Engineering Technician,
9320,"Gambling Service Workers, All Other",Service Runners,Runner,
9321,"Gambling Service Workers, All Other",Admissions Team Members,Admissions Officer,
9322,"Gambling Service Workers, All Other",Player Services Supervisors,Customer Service Supervisor,
9323,"Gambling Service Workers, All Other",Casino Assistant Managers,Casino Dealer,
9324,"Gambling Service Workers, All Other",Seating Hosts,not available,
9325,"Gambling Service Workers, All Other",Slot Hosts,Slot Attendant,
9326,"Gambling Service Workers, All Other",Pit Clerks,Clerk,
9327,"Gambling Service Workers, All Other",Slot Managers,Slot Attendant,
9328,"Gambling Service Workers, All Other",Attendants,Attendant,
9329,"Gambling Service Workers, All Other",Floor Attendants,Attendant,
9330,"Gambling Service Workers, All Other",Slot Performance Managers,Performance Manager,
9331,"Gambling Service Workers, All Other",Casino Marketing Managers,Marketing Manager,
9332,"Gambling Service Workers, All Other",Guest Service Hosts/Hostesses,not available,
9333,"Gambling Service Workers, All Other",Hosts/Hostesses,not available,
9334,"Gambling Service Workers, All Other",Ushers,Usher,
9335,"Gambling Service Workers, All Other",Vietnamese Interpreters,Interpreter,
9336,Motion Picture Projectionists,Projectionists,Projectionist,
9337,Motion Picture Projectionists,Spray Technicians,Service Technician,
9338,Motion Picture Projectionists,Film Crews,Crew Member,
9339,Motion Picture Projectionists,Booth Managers,Head Of Managers,
9340,Motion Picture Projectionists,Track Operators,not available,
9341,Motion Picture Projectionists,Stage Crews,Crew Member,
9342,Motion Picture Projectionists,Cinematographers,not available,
9343,Motion Picture Projectionists,Frontline Cashiers,Cashier,
9344,Motion Picture Projectionists,Farmers Market Managers,Market Manager,
9345,Motion Picture Projectionists,Directors of Project Operations,Director Of Operations,
9346,Motion Picture Projectionists,Film Production Assistants,Production Assistant,
9347,Motion Picture Projectionists,Stadium Operations Managers,Operations Manager,
9348,Motion Picture Projectionists,Directors of Youth and Young Adult Ministry,Youth Director,
9349,Motion Picture Projectionists,Header Operators,not available,
9350,Motion Picture Projectionists,Ushers,Usher,
9351,Motion Picture Projectionists,Film Crew Members,Crew Member,
9352,Motion Picture Projectionists,Psychologists,Psychologist,
9353,Motion Picture Projectionists,Unexploded Ordnance Technicians,Digital Systems Technician,
9354,Motion Picture Projectionists,Capital Project Managers,Project Manager,
9355,Motion Picture Projectionists,Crew Members,Crew Member,
9356,Motion Picture Projectionists,Dock Hands,Dock Worker,
9357,Motion Picture Projectionists,Medical Laboratory Technicians,Laboratory Technician,
9358,Motion Picture Projectionists,Night Operators,Security Operations Center Operator,
9359,Motion Picture Projectionists,Photo Booth Renters,not available,
9360,Motion Picture Projectionists,Registered Respiratory Therapists,Respiratory Therapist,
9361,"Ushers, Lobby Attendants, and Ticket Takers",Floor Staff,Floor Staff,
9362,"Ushers, Lobby Attendants, and Ticket Takers",Ushers,Usher,
9363,"Ushers, Lobby Attendants, and Ticket Takers",Ushers/Ticket Takers,not available,
9364,"Ushers, Lobby Attendants, and Ticket Takers",Special Events Attendants,Special Events Manager,
9365,"Ushers, Lobby Attendants, and Ticket Takers",Event Attendants,Attendant,
9366,"Ushers, Lobby Attendants, and Ticket Takers",Ticket Takers,Ticket Sales Representative,
9367,"Ushers, Lobby Attendants, and Ticket Takers",Hospitality Agents,not available,
9368,"Ushers, Lobby Attendants, and Ticket Takers",Fitness Floor Staff,Floor Staff,
9369,"Ushers, Lobby Attendants, and Ticket Takers",Visitor Services Coordinators,Service Coordinator,
9370,"Ushers, Lobby Attendants, and Ticket Takers",Door Staff,Staff Member,
9371,"Ushers, Lobby Attendants, and Ticket Takers",Visitor Services Specialists,Service Technician,
9372,"Ushers, Lobby Attendants, and Ticket Takers",Admissions Attendants,Attendant,
9373,"Ushers, Lobby Attendants, and Ticket Takers",Theater Ushers,Usher,
9374,"Ushers, Lobby Attendants, and Ticket Takers",Team Attendants,Attendant,
9375,"Ushers, Lobby Attendants, and Ticket Takers",Head Ushers,Usher,
9376,"Ushers, Lobby Attendants, and Ticket Takers",Visitor Services Managers,Service Manager,
9377,"Ushers, Lobby Attendants, and Ticket Takers",Greeters,Greeter,
9378,"Ushers, Lobby Attendants, and Ticket Takers",Volunteer Members,Volunteer,
9379,"Ushers, Lobby Attendants, and Ticket Takers",Counter Attendants,Counter Attendant,
9380,"Ushers, Lobby Attendants, and Ticket Takers",Entertainment Managers,Entertainment Manager,
9381,"Ushers, Lobby Attendants, and Ticket Takers",Staff Members,Staff Member,
9382,"Ushers, Lobby Attendants, and Ticket Takers",Ticket Agents,Ticket Sales Representative,
9383,"Ushers, Lobby Attendants, and Ticket Takers",Volunteers,Volunteer,
9384,"Ushers, Lobby Attendants, and Ticket Takers",Theater Staff,Staff Member,
9385,"Ushers, Lobby Attendants, and Ticket Takers",Care Staff,Care Worker,
9386,Amusement and Recreation Attendants,Pool Attendants,Pool Attendant,
9387,Amusement and Recreation Attendants,Complimentary Food Attendants,Food Service Associate,
9388,Amusement and Recreation Attendants,Attendants,Attendant,
9389,Amusement and Recreation Attendants,Recreation Attendants,Attendant,
9390,Amusement and Recreation Attendants,Game Room Attendants,Room Attendant,
9391,Amusement and Recreation Attendants,Donation Attendants,Attendant,
9392,Amusement and Recreation Attendants,Golf Shop Attendants,Shop Assistant,
9393,Amusement and Recreation Attendants,Facility Attendants,Attendant,
9394,Amusement and Recreation Attendants,Golf Course Superintendents,Superintendent,
9395,Amusement and Recreation Attendants,Golf Cart Attendants,Cart Attendant,
9396,Amusement and Recreation Attendants,Game Masters,Gaming Manager,
9397,Amusement and Recreation Attendants,Golf Professionals,Golf Professional,
9398,Amusement and Recreation Attendants,Amusement Attendants,Attendant,
9399,Amusement and Recreation Attendants,Park Attendants,Attendant,
9400,Amusement and Recreation Attendants,To Go Specialists,Restaurant Staff,
9401,Amusement and Recreation Attendants,Arcade Attendants,Attendant,
9402,Amusement and Recreation Attendants,Golf Course Managers,Head Of Managers,
9403,Amusement and Recreation Attendants,Ride Operators,Ride Operator,
9404,Amusement and Recreation Attendants,Sales Attendants,Attendant,
9405,Amusement and Recreation Attendants,Donation Center Attendants,Attendant,
9406,Amusement and Recreation Attendants,Rental Technicians,not available,
9407,Amusement and Recreation Attendants,Pro Shop Attendants,Shop Assistant,
9408,Amusement and Recreation Attendants,Pool and Beach Attendants,Pool Attendant,
9409,Amusement and Recreation Attendants,Concession Attendants,Attendant,
9410,Amusement and Recreation Attendants,Activities Attendants,Activity Assistant,
9411,Costume Attendants,Wardrobe Attendants,Attendant,
9412,Costume Attendants,Costumers,not available,
9413,Costume Attendants,Makeup Sales Associates,Sales Associate,
9414,Costume Attendants,Major Account Representatives,Account Representative,
9415,Costume Attendants,Costume Directors,Managing Director,
9416,Costume Attendants,Costume Shop Supervisors,Shop Supervisor,
9417,Costume Attendants,Wardrobe Managers,not available,
9418,Costume Attendants,Cast Members,Actor,
9419,Costume Attendants,Costume Shop Managers,Shop Manager,
9420,Costume Attendants,Masters of Ceremonies,not available,
9421,Costume Attendants,Wardrobe Specialists,Fashion Consultant,
9422,Costume Attendants,Operations Staff,Operations Associate,
9423,Costume Attendants,Communications Specialists,Communication Specialist,
9424,Costume Attendants,Costume Designers/Wardrobe Stylists,not available,
9425,Costume Attendants,Schedule Coordinators,Scheduling Coordinator,
9426,Costume Attendants,Wardrobe/Production Assistants,not available,
9427,Costume Attendants,Clothing Managers,Head Of Managers,
9428,Costume Attendants,Head Ushers,Usher,
9429,Costume Attendants,Attendants,Attendant,
9430,Costume Attendants,Costume Assistants,Engineering Assistant,
9431,Costume Attendants,Costume Interns,not available,
9432,Costume Attendants,Cutters,Cutter,
9433,Costume Attendants,Electrical Drafters,Drafter,
9434,Costume Attendants,Enrollment Specialists,Enrollment Specialist,
9435,Costume Attendants,Fabric Specialists,Fabricator,
9436,"Locker Room, Coatroom, and Dressing Room Attendants",Public Area Attendants,Public Area Attendant,
9437,"Locker Room, Coatroom, and Dressing Room Attendants",Spa Attendants,Spa Attendant,
9438,"Locker Room, Coatroom, and Dressing Room Attendants",Spa Associates,Spa Attendant,
9439,"Locker Room, Coatroom, and Dressing Room Attendants",Locker Room Attendants,Room Attendant,
9440,"Locker Room, Coatroom, and Dressing Room Attendants",Men's Locker Room Attendants,Room Attendant,
9441,"Locker Room, Coatroom, and Dressing Room Attendants",Dock Attendants,Dock Worker,
9442,"Locker Room, Coatroom, and Dressing Room Attendants",Spa Sales Managers,Spa Manager,
9443,"Locker Room, Coatroom, and Dressing Room Attendants",Room/Suite Attendants,not available,
9444,"Locker Room, Coatroom, and Dressing Room Attendants",Clubhouse Attendants,Attendant,
9445,"Locker Room, Coatroom, and Dressing Room Attendants",Common Area Attendants,Attendant,
9446,"Locker Room, Coatroom, and Dressing Room Attendants",Rest Area Attendants,Attendant,
9447,"Locker Room, Coatroom, and Dressing Room Attendants",Count Room Attendants,Room Attendant,
9448,"Locker Room, Coatroom, and Dressing Room Attendants",Public Space Attendants,Public Area Attendant,
9449,"Locker Room, Coatroom, and Dressing Room Attendants",Member Services Attendants,Member Services Representative,
9450,"Locker Room, Coatroom, and Dressing Room Attendants",Front Desk Sales Associates,Front Desk Agent,
9451,"Locker Room, Coatroom, and Dressing Room Attendants",Attendants,Attendant,
9452,"Locker Room, Coatroom, and Dressing Room Attendants",Uniform Room Attendants,Room Attendant,
9453,"Locker Room, Coatroom, and Dressing Room Attendants",Fitting Room Attendants,Room Attendant,
9454,"Locker Room, Coatroom, and Dressing Room Attendants",Medical Equipment Technicians,Equipment Technician,
9455,"Locker Room, Coatroom, and Dressing Room Attendants",Marina Attendants,Attendant,
9456,"Locker Room, Coatroom, and Dressing Room Attendants",Athletic Equipment Managers,Athletics Manager,
9457,"Locker Room, Coatroom, and Dressing Room Attendants",Spa Receptionists,Receptionist,
9458,"Locker Room, Coatroom, and Dressing Room Attendants",Housekeeping Attendants,Housekeeper,
9459,"Locker Room, Coatroom, and Dressing Room Attendants",Locker Attendants,Attendant,
9460,"Locker Room, Coatroom, and Dressing Room Attendants",Equipment Managers,Equipment Manager,
9461,"Entertainment Attendants and Related Workers, All Other",Home Entertainment Specialists,Entertainer,
9462,"Entertainment Attendants and Related Workers, All Other",Entertainment Managers,Entertainment Manager,
9463,Embalmers,Embalmers,not available,
9464,Embalmers,Funeral Directors/Embalmers,not available,
9465,Embalmers,Spanish and English Teachers,Spanish Teacher,
9466,Embalmers,Backup Cooks,Cook,
9467,Embalmers,Crematory Operators,not available,
9468,Embalmers,Embalmer Apprentices,Apprentice,
9469,Embalmers,English/Spanish Teachers,not available,
9470,Embalmers,Licensed Funeral Directors/Embalmers,not available,
9471,Embalmers,Night Managers,Night Manager,
9472,Embalmers,Real Estate Licensees,Real Estate Associate,
9473,Embalmers,Customer Experience Experts,Customer Specialist,
9474,Embalmers,Directors of Emergency Room,Emergency Room Technician,
9475,Embalmers,Directors of Sales,Sales Director,
9476,Embalmers,Funeral Assistants,Funeral Director,
9477,Embalmers,Pathology Laboratory Assistants,Laboratory Assistant,
9478,Embalmers,Transport Specialists,Transportation Specialist,
9479,Funeral Attendants,Funeral Attendants,Funeral Director,
9480,Funeral Attendants,Crematory Operators,not available,
9481,Funeral Attendants,Donation Attendants,Attendant,
9482,Funeral Attendants,Packaging Assistants,Packager,
9483,Funeral Attendants,Funeral Home Managers,Funeral Director,
9484,Funeral Attendants,Greeters,Greeter,
9485,Funeral Attendants,Funeral Services Assistants,Funeral Director,
9486,Funeral Attendants,Nursery Attendants,Nursery Worker,
9487,Funeral Attendants,Gate Attendants,Attendant,
9488,Funeral Attendants,Packaging Managers,Package Manager,
9489,Funeral Attendants,Removal Technicians,not available,
9490,Funeral Attendants,Adjuncts,Adjunct Instructor,
9491,Funeral Attendants,Agent Directors,not available,
9492,Funeral Attendants,Aircraft Managers,not available,
9493,Funeral Attendants,Cemetery Managers,Head Of Managers,
9494,Funeral Attendants,Child Watch Attendants,Attendant,
9495,Funeral Attendants,Client Services Liaisons,Client Services,
9496,Funeral Attendants,College Instructors,Instructor,
9497,Funeral Attendants,Directors of Packaging,Packager,
9498,Funeral Attendants,Donation Door Attendants,Attendant,
9499,Funeral Attendants,Floorpeople,Floor Staff,
9500,Funeral Attendants,Honor Guards,Guard,
9501,Funeral Attendants,People Managers,Head Of Managers,
9502,Funeral Attendants,Sales Greeters,Greeter,
9503,Funeral Attendants,Claims Approvers,Claims Specialist,
